Year,Category,Country,CommodityName,Amount
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Clothing & footwear,0.04025906
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Education,0.04722313
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,"Food, beverages & tobacco",0.03301535
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,"Gross rent, fuel & power",0.05571864
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Medical care,0.07497131
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Other,0.0727542
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Recreation,0.10503046
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Benin,Transport & communication,0.05681942
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Clothing & footwear,0.06281693
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Education,0.0741972
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,"Food, beverages & tobacco",0.01841707
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,"Gross rent, fuel & power",0.08037867
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Medical care,0.08613795
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Other,0.08572634
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Recreation,0.08938477
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bermuda ,Transport & communication,0.08091429
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Clothing & footwear,0.04631601
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Education,0.05434048
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,"Food, beverages & tobacco",0.03556569
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,"Gross rent, fuel & power",0.06202886
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Medical care,0.07415657
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Other,0.07302706
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Recreation,0.08539724
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bolivia,Transport & communication,0.06289436
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Clothing & footwear,0.05050841
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Education,0.0593073
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,"Food, beverages & tobacco",0.03608478
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,"Gross rent, fuel & power",0.06653808
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Medical care,0.07609973
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Other,0.07528987
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Recreation,0.08341415
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Botswana,Transport & communication,0.0672895
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Clothing & footwear,0.05258287
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Education,0.06178079
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,"Food, beverages & tobacco",0.03573201
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,"Gross rent, fuel & power",0.06880789
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Medical care,0.07744315
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Other,0.0767388
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Recreation,0.08359352
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Brazil,Transport & communication,0.06951266
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Clothing & footwear,0.05262676
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Education,0.06183324
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,"Food, beverages & tobacco",0.03571882
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,"Gross rent, fuel & power",0.06885618
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Medical care,0.07747364
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Other,0.07677126
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Recreation,0.08360282
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Bulgaria,Transport & communication,0.06956001
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Clothing & footwear,0.04593376
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Education,0.05388949
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,"Food, beverages & tobacco",0.03545679
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,"Gross rent, fuel & power",0.06162313
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Medical care,0.07404912
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Other,0.07287989
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Recreation,0.08582152
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cameroon,Transport & communication,0.06250064
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Clothing & footwear,0.06253205
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Education,0.07384553
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,"Food, beverages & tobacco",0.01965123
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,"Gross rent, fuel & power",0.08004767
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Medical care,0.08586276
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Other,0.08544598
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Recreation,0.0891567
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Canada,Transport & communication,0.08058699
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Clothing & footwear,0.054435
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Education,0.06399956
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,"Food, beverages & tobacco",0.03492485
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,"Gross rent, fuel & power",0.07085551
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Medical care,0.07879417
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Other,0.07816561
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Recreation,0.08414714
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Chile,Transport & communication,0.07152292
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Clothing & footwear,0.04267397
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Education,0.05005397
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,"Food, beverages & tobacco",0.03421995
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,"Gross rent, fuel & power",0.05820267
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Medical care,0.07385694
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Other,0.07222484
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Recreation,0.09261965
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Congo,Transport & communication,0.05919675
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Clothing & footwear,0.04535092
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Education,0.05320234
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,"Food, beverages & tobacco",0.03527468
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,"Gross rent, fuel & power",0.06100629
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Medical care,0.07391426
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Other,0.07267975
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Recreation,0.08658286
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Cote d'Ivoire,Transport & communication,0.06190272
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Clothing & footwear,0.05847175
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Education,0.06887508
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,"Food, beverages & tobacco",0.03066832
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,"Gross rent, fuel & power",0.0753879
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Medical care,0.08211844
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Other,0.08161397
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Recreation,0.08623482
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Czech Republic,Transport & communication,0.07598531
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Clothing & footwear,0.06307597
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Education,0.07451734
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,"Food, beverages & tobacco",0.01721827
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,"Gross rent, fuel & power",0.08068011
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Medical care,0.08638948
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Other,0.08598247
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Recreation,0.08959444
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Denmark,Transport & communication,0.08121241
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Clothing & footwear,0.05205923
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Education,0.06115532
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,"Food, beverages & tobacco",0.03586972
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,"Gross rent, fuel & power",0.06823258
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Medical care,0.0770856
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Other,0.07635692
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Recreation,0.08349867
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Dominica,Transport & communication,0.06894861
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Clothing & footwear,0.04645502
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Education,0.05450457
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,"Food, beverages & tobacco",0.03560314
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,"Gross rent, fuel & power",0.06217665
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Medical care,0.07419916
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Other,0.07308353
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Recreation,0.08525635
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ecuador,Transport & communication,0.06303785
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Clothing & footwear,0.05132522
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Education,0.06027984
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,"Food, beverages & tobacco",0.03600533
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,"Gross rent, fuel & power",0.06742882
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Medical care,0.07660469
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Other,0.07583941
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Recreation,0.08341945
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Egypt,Transport & communication,0.06816121
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Clothing & footwear,0.05517524
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Education,0.06488934
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,"Food, beverages & tobacco",0.03443809
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,"Gross rent, fuel & power",0.07167945
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Medical care,0.07936793
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Other,0.07876584
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Recreation,0.08444999
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Estonia,Transport & communication,0.07233293
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Clothing & footwear,0.05314805
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Education,0.06245675
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,"Food, beverages & tobacco",0.03554154
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,"Gross rent, fuel & power",0.06943061
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Medical care,0.0778417
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Other,0.07716207
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Recreation,0.08372839
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Fiji,Transport & communication,0.07012358
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Clothing & footwear,0.06056598
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Education,0.07142941
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,"Food, beverages & tobacco",0.02624391
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,"Gross rent, fuel & power",0.07777814
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Medical care,0.08400642
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Other,0.08355075
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Recreation,0.08765988
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Finland,Transport & communication,0.07834427
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Clothing & footwear,0.06174417
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Education,0.07287505
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,"Food, beverages & tobacco",0.02265871
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,"Gross rent, fuel & power",0.07913512
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Medical care,0.08510971
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Other,0.08467805
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Recreation,0.08854019
1996,Compensated cross-price elasticity with price change for house furnishing & operations,France,Transport & communication,0.07968491
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Clothing & footwear,0.05522971
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Education,0.06495488
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,"Food, beverages & tobacco",0.03439802
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,"Gross rent, fuel & power",0.0717402
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Medical care,0.07941085
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Other,0.07881063
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Recreation,0.08447389
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Gabon,Transport & communication,0.07239268
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Clothing & footwear,0.04896206
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Education,0.05747068
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,"Food, beverages & tobacco",0.03605588
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,"Gross rent, fuel & power",0.06486252
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Medical care,0.07524294
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Other,0.07433541
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Recreation,0.08369204
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Georgia,Transport & communication,0.06565259
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Clothing & footwear,0.0621473
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Education,0.07337122
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,"Food, beverages & tobacco",0.0211898
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,"Gross rent, fuel & power",0.07960152
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Medical care,0.08549353
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Other,0.08506959
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Recreation,0.08885297
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Germany,Transport & communication,0.0801459
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Clothing & footwear,0.05904939
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Education,0.06957777
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,"Food, beverages & tobacco",0.0296491
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,"Gross rent, fuel & power",0.07604446
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Medical care,0.0826293
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Other,0.08213916
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Recreation,0.08660842
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Greece,Transport & communication,0.07663294
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Clothing & footwear,0.05315382
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Education,0.06246366
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,"Food, beverages & tobacco",0.03553935
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,"Gross rent, fuel & power",0.06943698
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Medical care,0.07784583
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Other,0.07716645
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Recreation,0.08372993
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Grenada,Transport & communication,0.07012983
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Clothing & footwear,0.04841969
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Education,0.05682785
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,"Food, beverages & tobacco",0.03599682
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,"Gross rent, fuel & power",0.06427821
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Medical care,0.07497734
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Other,0.07403069
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Recreation,0.08389668
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Guinea,Transport & communication,0.06508273
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Clothing & footwear,0.06297966
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Education,0.07439827
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,"Food, beverages & tobacco",0.01767287
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,"Gross rent, fuel & power",0.08056798
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Medical care,0.08629582
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Other,0.08588711
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Recreation,0.08951623
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hong Kong,Transport & communication,0.08110151
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Clothing & footwear,0.05634886
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Education,0.06630381
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,"Food, beverages & tobacco",0.0334305
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,"Gross rent, fuel & power",0.07299232
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Medical care,0.08031261
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Other,0.07974874
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Recreation,0.08501027
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Hungary,Transport & communication,0.07362479
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Clothing & footwear,0.06300481
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Education,0.07442936
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,"Food, beverages & tobacco",0.01755519
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,"Gross rent, fuel & power",0.08059726
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Medical care,0.08632026
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Other,0.08591199
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Recreation,0.08953663
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iceland,Transport & communication,0.08113046
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Clothing & footwear,0.04811815
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Education,0.05647074
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,"Food, beverages & tobacco",0.03595407
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,"Gross rent, fuel & power",0.06395412
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Medical care,0.07483841
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Other,0.07386874
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Recreation,0.08403862
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Indonesia,Transport & communication,0.06476688
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Clothing & footwear,0.05399312
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Education,0.06346926
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,"Food, beverages & tobacco",0.0351674
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,"Gross rent, fuel & power",0.07036518
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Medical care,0.07846043
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Other,0.0778151
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Recreation,0.08398706
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Iran,Transport & communication,0.07104118
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Clothing & footwear,0.05963443
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Education,0.07029088
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,"Food, beverages & tobacco",0.02847149
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,"Gross rent, fuel & power",0.07671153
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Medical care,0.08315455
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Other,0.08267822
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Recreation,0.08700239
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Ireland,Transport & communication,0.07729121
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Clothing & footwear,0.06043173
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Education,0.07126509
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,"Food, beverages & tobacco",0.02659458
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,"Gross rent, fuel & power",0.07762408
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Medical care,0.08388251
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Other,0.08342395
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Recreation,0.08756294
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Israel,Transport & communication,0.07819213
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Clothing & footwear,0.06195657
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Education,0.07313637
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,"Food, beverages & tobacco",0.02190208
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,"Gross rent, fuel & power",0.07938072
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Medical care,0.08531154
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Other,0.08488398
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Recreation,0.08870428
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Italy,Transport & communication,0.07992765
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Clothing & footwear,0.04816499
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Education,0.05652619
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,"Food, beverages & tobacco",0.03596116
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,"Gross rent, fuel & power",0.06400442
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Medical care,0.07485956
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Other,0.07389354
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Recreation,0.08401517
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jamaica,Transport & communication,0.06481589
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Clothing & footwear,0.06239681
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Education,0.07367872
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,"Food, beverages & tobacco",0.02020818
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,"Gross rent, fuel & power",0.07989073
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Medical care,0.08573266
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Other,0.08531338
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Recreation,0.08904937
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Japan,Transport & communication,0.08043183
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Clothing & footwear,0.04729772
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Education,0.05550009
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,"Food, beverages & tobacco",0.03580423
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,"Gross rent, fuel & power",0.06307513
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Medical care,0.07449465
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Other,0.07345731
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Recreation,0.08453947
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Jordan,Transport & communication,0.06391114
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Kazakhstan,Clothing & footwear,0.05205694
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Kazakhstan,Education,0.06115258
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Kazakhstan,"Food, beverages & tobacco",0.03587025
1996,Compensated cross-price elasticity with price change for house furnishing & operations,Kazakhstan,"Gross rent, fuel & power",0.06823007
