Year, Category, Country, Commodity, Amount
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Education",0.04
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Gross rent, fuel & power",0.05
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Medical care",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Other",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Recreation",0.15
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Yemen","Transport & communication",0.05
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Clothing & footwear",0.03
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Education",0.04
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Gross rent, fuel & power",0.05
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Medical care",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Other",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Recreation",0.15
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zambia","Transport & communication",0.05
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Education",0.05
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Gross rent, fuel & power",0.06
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Medical care",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Other",0.07
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Recreation",0.08
1996,"Compensated cross-price elasticity with price change for house furnishing & operations","Zimbabwe","Transport & communication",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Albania","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Albania","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Antigua & Barbuda","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Education",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Gross rent, fuel & power",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","House furnishing & operations",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Argentina","Transport & communication",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Armenia","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Australia","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Australia","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Austria","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Austria","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Azerbaijan","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Bahamas","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bahrain","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Education",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Gross rent, fuel & power",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","House furnishing & operations",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bangladesh","Transport & communication",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Barbados ","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Belarus","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Belgium","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belize","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Belize","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Education",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Gross rent, fuel & power",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Benin","House furnishing & operations",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Other",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Benin","Transport & communication",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Bermuda ","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bolivia","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Botswana","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Brazil","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Bulgaria","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Cameroon","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Canada","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Canada","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Chile","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Chile","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Clothing & footwear",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Education",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Gross rent, fuel & power",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Congo","House furnishing & operations",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Congo","Transport & communication",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Cote d'Ivoire","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Education",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Gross rent, fuel & power",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","House furnishing & operations",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Czech Republic","Transport & communication",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Denmark","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Dominica","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Other",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Ecuador","Transport & communication",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Egypt","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Estonia","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Fiji","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Finland","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Finland","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","France","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","France","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","France","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","France","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","France","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","France","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","France","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","France","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Gabon","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Gross rent, fuel & power",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","House furnishing & operations",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Georgia","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Food, beverages & tobacco",0.03
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Germany","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Germany","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Education",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Gross rent, fuel & power",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Greece","House furnishing & operations",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Greece","Transport & communication",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Grenada","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Clothing & footwear",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Education",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Gross rent, fuel & power",0.07
